(l1, l2, l3, m1, m2, m3)
(0, 0, 0, 0, 0, 0): 1/(2*sqrt(pi))
(0, 1, 1, 0, -1, -1): 1/(2*sqrt(pi))
(0, 1, 1, 0, 0, 0): 1/(2*sqrt(pi))
(0, 1, 1, 0, 1, 1): 1/(2*sqrt(pi))
(0, 2, 2, 0, -2, -2): 1/(2*sqrt(pi))
(0, 2, 2, 0, -1, -1): 1/(2*sqrt(pi))
(0, 2, 2, 0, 0, 0): 1/(2*sqrt(pi))
(0, 2, 2, 0, 1, 1): 1/(2*sqrt(pi))
(0, 2, 2, 0, 2, 2): 1/(2*sqrt(pi))
(0, 3, 3, 0, -3, -3): 1/(2*sqrt(pi))
(0, 3, 3, 0, -2, -2): 1/(2*sqrt(pi))
(0, 3, 3, 0, -1, -1): 1/(2*sqrt(pi))
(0, 3, 3, 0, 0, 0): 1/(2*sqrt(pi))
(0, 3, 3, 0, 1, 1): 1/(2*sqrt(pi))
(0, 3, 3, 0, 2, 2): 1/(2*sqrt(pi))
(0, 3, 3, 0, 3, 3): 1/(2*sqrt(pi))
(0, 4, 4, 0, -4, -4): 1/(2*sqrt(pi))
(0, 4, 4, 0, -3, -3): 1/(2*sqrt(pi))
(0, 4, 4, 0, -2, -2): 1/(2*sqrt(pi))
(0, 4, 4, 0, -1, -1): 1/(2*sqrt(pi))
(0, 4, 4, 0, 0, 0): 1/(2*sqrt(pi))
(0, 4, 4, 0, 1, 1): 1/(2*sqrt(pi))
(0, 4, 4, 0, 2, 2): 1/(2*sqrt(pi))
(0, 4, 4, 0, 3, 3): 1/(2*sqrt(pi))
(0, 4, 4, 0, 4, 4): 1/(2*sqrt(pi))
(0, 5, 5, 0, -5, -5): 1/(2*sqrt(pi))
(0, 5, 5, 0, -4, -4): 1/(2*sqrt(pi))
(0, 5, 5, 0, -3, -3): 1/(2*sqrt(pi))
(0, 5, 5, 0, -2, -2): 1/(2*sqrt(pi))
(0, 5, 5, 0, -1, -1): 1/(2*sqrt(pi))
(0, 5, 5, 0, 0, 0): 1/(2*sqrt(pi))
(0, 5, 5, 0, 1, 1): 1/(2*sqrt(pi))
(0, 5, 5, 0, 2, 2): 1/(2*sqrt(pi))
(0, 5, 5, 0, 3, 3): 1/(2*sqrt(pi))
(0, 5, 5, 0, 4, 4): 1/(2*sqrt(pi))
(0, 5, 5, 0, 5, 5): 1/(2*sqrt(pi))
(0, 6, 6, 0, -6, -6): 1/(2*sqrt(pi))
(0, 6, 6, 0, -5, -5): 1/(2*sqrt(pi))
(0, 6, 6, 0, -4, -4): 1/(2*sqrt(pi))
(0, 6, 6, 0, -3, -3): 1/(2*sqrt(pi))
(0, 6, 6, 0, -2, -2): 1/(2*sqrt(pi))
(0, 6, 6, 0, -1, -1): 1/(2*sqrt(pi))
(0, 6, 6, 0, 0, 0): 1/(2*sqrt(pi))
(0, 6, 6, 0, 1, 1): 1/(2*sqrt(pi))
(0, 6, 6, 0, 2, 2): 1/(2*sqrt(pi))
(0, 6, 6, 0, 3, 3): 1/(2*sqrt(pi))
(0, 6, 6, 0, 4, 4): 1/(2*sqrt(pi))
(0, 6, 6, 0, 5, 5): 1/(2*sqrt(pi))
(0, 6, 6, 0, 6, 6): 1/(2*sqrt(pi))
(0, 7, 7, 0, -7, -7): 1/(2*sqrt(pi))
(0, 7, 7, 0, -6, -6): 1/(2*sqrt(pi))
(0, 7, 7, 0, -5, -5): 1/(2*sqrt(pi))
(0, 7, 7, 0, -4, -4): 1/(2*sqrt(pi))
(0, 7, 7, 0, -3, -3): 1/(2*sqrt(pi))
(0, 7, 7, 0, -2, -2): 1/(2*sqrt(pi))
(0, 7, 7, 0, -1, -1): 1/(2*sqrt(pi))
(0, 7, 7, 0, 0, 0): 1/(2*sqrt(pi))
(0, 7, 7, 0, 1, 1): 1/(2*sqrt(pi))
(0, 7, 7, 0, 2, 2): 1/(2*sqrt(pi))
(0, 7, 7, 0, 3, 3): 1/(2*sqrt(pi))
(0, 7, 7, 0, 4, 4): 1/(2*sqrt(pi))
(0, 7, 7, 0, 5, 5): 1/(2*sqrt(pi))
(0, 7, 7, 0, 6, 6): 1/(2*sqrt(pi))
(0, 7, 7, 0, 7, 7): 1/(2*sqrt(pi))
(0, 8, 8, 0, -8, -8): 1/(2*sqrt(pi))
(0, 8, 8, 0, -7, -7): 1/(2*sqrt(pi))
(0, 8, 8, 0, -6, -6): 1/(2*sqrt(pi))
(0, 8, 8, 0, -5, -5): 1/(2*sqrt(pi))
(0, 8, 8, 0, -4, -4): 1/(2*sqrt(pi))
(0, 8, 8, 0, -3, -3): 1/(2*sqrt(pi))
(0, 8, 8, 0, -2, -2): 1/(2*sqrt(pi))
(0, 8, 8, 0, -1, -1): 1/(2*sqrt(pi))
(0, 8, 8, 0, 0, 0): 1/(2*sqrt(pi))
(0, 8, 8, 0, 1, 1): 1/(2*sqrt(pi))
(0, 8, 8, 0, 2, 2): 1/(2*sqrt(pi))
(0, 8, 8, 0, 3, 3): 1/(2*sqrt(pi))
(0, 8, 8, 0, 4, 4): 1/(2*sqrt(pi))
(0, 8, 8, 0, 5, 5): 1/(2*sqrt(pi))
(0, 8, 8, 0, 6, 6): 1/(2*sqrt(pi))
(0, 8, 8, 0, 7, 7): 1/(2*sqrt(pi))
(0, 8, 8, 0, 8, 8): 1/(2*sqrt(pi))
(0, 9, 9, 0, -9, -9): 1/(2*sqrt(pi))
(0, 9, 9, 0, -8, -8): 1/(2*sqrt(pi))
(0, 9, 9, 0, -7, -7): 1/(2*sqrt(pi))
(0, 9, 9, 0, -6, -6): 1/(2*sqrt(pi))
(0, 9, 9, 0, -5, -5): 1/(2*sqrt(pi))
(0, 9, 9, 0, -4, -4): 1/(2*sqrt(pi))
(0, 9, 9, 0, -3, -3): 1/(2*sqrt(pi))
(0, 9, 9, 0, -2, -2): 1/(2*sqrt(pi))
(0, 9, 9, 0, -1, -1): 1/(2*sqrt(pi))
(0, 9, 9, 0, 0, 0): 1/(2*sqrt(pi))
(0, 9, 9, 0, 1, 1): 1/(2*sqrt(pi))
(0, 9, 9, 0, 2, 2): 1/(2*sqrt(pi))
(0, 9, 9, 0, 3, 3): 1/(2*sqrt(pi))
(0, 9, 9, 0, 4, 4): 1/(2*sqrt(pi))
(0, 9, 9, 0, 5, 5): 1/(2*sqrt(pi))
(0, 9, 9, 0, 6, 6): 1/(2*sqrt(pi))
(0, 9, 9, 0, 7, 7): 1/(2*sqrt(pi))
(0, 9, 9, 0, 8, 8): 1/(2*sqrt(pi))
(0, 9, 9, 0, 9, 9): 1/(2*sqrt(pi))
(0, 10, 10, 0, -10, -10): 1/(2*sqrt(pi))
(0, 10, 10, 0, -9, -9): 1/(2*sqrt(pi))
(0, 10, 10, 0, -8, -8): 1/(2*sqrt(pi))
(0, 10, 10, 0, -7, -7): 1/(2*sqrt(pi))
(0, 10, 10, 0, -6, -6): 1/(2*sqrt(pi))
(0, 10, 10, 0, -5, -5): 1/(2*sqrt(pi))
(0, 10, 10, 0, -4, -4): 1/(2*sqrt(pi))
(0, 10, 10, 0, -3, -3): 1/(2*sqrt(pi))
(0, 10, 10, 0, -2, -2): 1/(2*sqrt(pi))
(0, 10, 10, 0, -1, -1): 1/(2*sqrt(pi))
(0, 10, 10, 0, 0, 0): 1/(2*sqrt(pi))
(0, 10, 10, 0, 1, 1): 1/(2*sqrt(pi))
(0, 10, 10, 0, 2, 2): 1/(2*sqrt(pi))
(0, 10, 10, 0, 3, 3): 1/(2*sqrt(pi))
(0, 10, 10, 0, 4, 4): 1/(2*sqrt(pi))
(0, 10, 10, 0, 5, 5): 1/(2*sqrt(pi))
(0, 10, 10, 0, 6, 6): 1/(2*sqrt(pi))
(0, 10, 10, 0, 7, 7): 1/(2*sqrt(pi))
(0, 10, 10, 0, 8, 8): 1/(2*sqrt(pi))
(0, 10, 10, 0, 9, 9): 1/(2*sqrt(pi))
(0, 10, 10, 0, 10, 10): 1/(2*sqrt(pi))
(1, 0, 1, -1, 0, -1): 1/(2*sqrt(pi))
(1, 0, 1, 0, 0, 0): 1/(2*sqrt(pi))
(1, 0, 1, 1, 0, 1): 1/(2*sqrt(pi))
(1, 1, 0, -1, -1, 0): 1/(2*sqrt(pi))
(1, 1, 0, 0, 0, 0): 1/(2*sqrt(pi))
(1, 1, 0, 1, 1, 0): 1/(2*sqrt(pi))
(1, 1, 2, -1, -1, 0): -sqrt(5)/(10*sqrt(pi))
(1, 1, 2, -1, -1, 2): -sqrt(15)/(10*sqrt(pi))
(1, 1, 2, -1, 0, -1): sqrt(15)/(10*sqrt(pi))
(1, 1, 2, -1, 1, -2): -sqrt(15)/(10*sqrt(pi))
(1, 1, 2, 0, -1, -1): sqrt(15)/(10*sqrt(pi))
(1, 1, 2, 0, 0, 0): sqrt(5)/(5*sqrt(pi))
(1, 1, 2, 0, 1, 1): sqrt(15)/(10*sqrt(pi))
(1, 1, 2, 1, -1, -2): -sqrt(15)/(10*sqrt(pi))
(1, 1, 2, 1, 0, 1): sqrt(15)/(10*sqrt(pi))
(1, 1, 2, 1, 1, 0): -sqrt(5)/(10*sqrt(pi))
(1, 1, 2, 1, 1, 2): sqrt(15)/(10*sqrt(pi))
(1, 2, 1, -1, -2, 1): -sqrt(15)/(10*sqrt(pi))
(1, 2, 1, -1, -1, 0): sqrt(15)/(10*sqrt(pi))
(1, 2, 1, -1, 0, -1): -sqrt(5)/(10*sqrt(pi))
(1, 2, 1, -1, 2, -1): -sqrt(15)/(10*sqrt(pi))
(1, 2, 1, 0, -1, -1): sqrt(15)/(10*sqrt(pi))
(1, 2, 1, 0, 0, 0): sqrt(5)/(5*sqrt(pi))
(1, 2, 1, 0, 1, 1): sqrt(15)/(10*sqrt(pi))
(1, 2, 1, 1, -2, -1): -sqrt(15)/(10*sqrt(pi))
(1, 2, 1, 1, 0, 1): -sqrt(5)/(10*sqrt(pi))
(1, 2, 1, 1, 1, 0): sqrt(15)/(10*sqrt(pi))
(1, 2, 1, 1, 2, 1): sqrt(15)/(10*sqrt(pi))
(1, 2, 3, -1, -2, 1): sqrt(210)/(140*sqrt(pi))
(1, 2, 3, -1, -2, 3): 3*sqrt(14)/(28*sqrt(pi))
(1, 2, 3, -1, -1, 0): -3*sqrt(35)/(70*sqrt(pi))
(1, 2, 3, -1, -1, 2): -sqrt(21)/(14*sqrt(pi))
(1, 2, 3, -1, 0, -1): 3*sqrt(70)/(70*sqrt(pi))
(1, 2, 3, -1, 1, -2): -sqrt(21)/(14*sqrt(pi))
(1, 2, 3, -1, 2, -3): 3*sqrt(14)/(28*sqrt(pi))
(1, 2, 3, -1, 2, -1): sqrt(210)/(140*sqrt(pi))
(1, 2, 3, 0, -2, -2): sqrt(21)/(14*sqrt(pi))
(1, 2, 3, 0, -1, -1): sqrt(210)/(35*sqrt(pi))
(1, 2, 3, 0, 0, 0): 3*sqrt(105)/(70*sqrt(pi))
(1, 2, 3, 0, 1, 1): sqrt(210)/(35*sqrt(pi))
(1, 2, 3, 0, 2, 2): sqrt(21)/(14*sqrt(pi))
(1, 2, 3, 1, -2, -3): -3*sqrt(14)/(28*sqrt(pi))
(1, 2, 3, 1, -2, -1): sqrt(210)/(140*sqrt(pi))
(1, 2, 3, 1, -1, -2): -sqrt(21)/(14*sqrt(pi))
(1, 2, 3, 1, 0, 1): 3*sqrt(70)/(70*sqrt(pi))
(1, 2, 3, 1, 1, 0): -3*sqrt(35)/(70*sqrt(pi))
(1, 2, 3, 1, 1, 2): sqrt(21)/(14*sqrt(pi))
(1, 2, 3, 1, 2, 1): -sqrt(210)/(140*sqrt(pi))
(1, 2, 3, 1, 2, 3): 3*sqrt(14)/(28*sqrt(pi))
(1, 3, 2, -1, -3, 2): 3*sqrt(14)/(28*sqrt(pi))
(1, 3, 2, -1, -2, 1): -sqrt(21)/(14*sqrt(pi))
(1, 3, 2, -1, -1, 0): 3*sqrt(70)/(70*sqrt(pi))
(1, 3, 2, -1, -1, 2): sqrt(210)/(140*sqrt(pi))
(1, 3, 2, -1, 0, -1): -3*sqrt(35)/(70*sqrt(pi))
(1, 3, 2, -1, 1, -2): sqrt(210)/(140*sqrt(pi))
(1, 3, 2, -1, 2, -1): -sqrt(21)/(14*sqrt(pi))
(1, 3, 2, -1, 3, -2): 3*sqrt(14)/(28*sqrt(pi))
(1, 3, 2, 0, -2, -2): sqrt(21)/(14*sqrt(pi))
(1, 3, 2, 0, -1, -1): sqrt(210)/(35*sqrt(pi))
(1, 3, 2, 0, 0, 0): 3*sqrt(105)/(70*sqrt(pi))
(1, 3, 2, 0, 1, 1): sqrt(210)/(35*sqrt(pi))
(1, 3, 2, 0, 2, 2): sqrt(21)/(14*sqrt(pi))
(1, 3, 2, 1, -3, -2): -3*sqrt(14)/(28*sqrt(pi))
(1, 3, 2, 1, -2, -1): -sqrt(21)/(14*sqrt(pi))
(1, 3, 2, 1, -1, -2): sqrt(210)/(140*sqrt(pi))
(1, 3, 2, 1, 0, 1): -3*sqrt(35)/(70*sqrt(pi))
(1, 3, 2, 1, 1, 0): 3*sqrt(70)/(70*sqrt(pi))
(1, 3, 2, 1, 1, 2): -sqrt(210)/(140*sqrt(pi))
(1, 3, 2, 1, 2, 1): sqrt(21)/(14*sqrt(pi))
(1, 3, 2, 1, 3, 2): 3*sqrt(14)/(28*sqrt(pi))
(1, 3, 4, -1, -3, 2): -sqrt(42)/(84*sqrt(pi))
(1, 3, 4, -1, -3, 4): -sqrt(6)/(6*sqrt(pi))
(1, 3, 4, -1, -2, 1): sqrt(14)/(28*sqrt(pi))
(1, 3, 4, -1, -2, 3): sqrt(2)/(4*sqrt(pi))
(1, 3, 4, -1, -1, 0): -sqrt(14)/(14*sqrt(pi))
(1, 3, 4, -1, -1, 2): -sqrt(70)/(28*sqrt(pi))
(1, 3, 4, -1, 0, -1): sqrt(210)/(42*sqrt(pi))
(1, 3, 4, -1, 1, -2): -sqrt(70)/(28*sqrt(pi))
(1, 3, 4, -1, 2, -3): sqrt(2)/(4*sqrt(pi))
(1, 3, 4, -1, 2, -1): sqrt(14)/(28*sqrt(pi))
(1, 3, 4, -1, 3, -4): -sqrt(6)/(6*sqrt(pi))
(1, 3, 4, -1, 3, -2): -sqrt(42)/(84*sqrt(pi))
(1, 3, 4, 0, -3, -3): sqrt(3)/(6*sqrt(pi))
(1, 3, 4, 0, -2, -2): sqrt(7)/(7*sqrt(pi))
(1, 3, 4, 0, -1, -1): sqrt(35)/(14*sqrt(pi))
(1, 3, 4, 0, 0, 0): 2*sqrt(21)/(21*sqrt(pi))
(1, 3, 4, 0, 1, 1): sqrt(35)/(14*sqrt(pi))
(1, 3, 4, 0, 2, 2): sqrt(7)/(7*sqrt(pi))
(1, 3, 4, 0, 3, 3): sqrt(3)/(6*sqrt(pi))
(1, 3, 4, 1, -3, -4): -sqrt(6)/(6*sqrt(pi))
(1, 3, 4, 1, -3, -2): sqrt(42)/(84*sqrt(pi))
(1, 3, 4, 1, -2, -3): -sqrt(2)/(4*sqrt(pi))
(1, 3, 4, 1, -2, -1): sqrt(14)/(28*sqrt(pi))
(1, 3, 4, 1, -1, -2): -sqrt(70)/(28*sqrt(pi))
(1, 3, 4, 1, 0, 1): sqrt(210)/(42*sqrt(pi))
(1, 3, 4, 1, 1, 0): -sqrt(14)/(14*sqrt(pi))
(1, 3, 4, 1, 1, 2): sqrt(70)/(28*sqrt(pi))
(1, 3, 4, 1, 2, 1): -sqrt(14)/(28*sqrt(pi))
(1, 3, 4, 1, 2, 3): sqrt(2)/(4*sqrt(pi))
(1, 3, 4, 1, 3, 2): -sqrt(42)/(84*sqrt(pi))
(1, 3, 4, 1, 3, 4): sqrt(6)/(6*sqrt(pi))
(1, 4, 3, -1, -4, 3): -sqrt(6)/(6*sqrt(pi))
(1, 4, 3, -1, -3, 2): sqrt(2)/(4*sqrt(pi))
(1, 4, 3, -1, -2, 1): -sqrt(70)/(28*sqrt(pi))
(1, 4, 3, -1, -2, 3): -sqrt(42)/(84*sqrt(pi))
(1, 4, 3, -1, -1, 0): sqrt(210)/(42*sqrt(pi))
(1, 4, 3, -1, -1, 2): sqrt(14)/(28*sqrt(pi))
(1, 4, 3, -1, 0, -1): -sqrt(14)/(14*sqrt(pi))
(1, 4, 3, -1, 1, -2): sqrt(14)/(28*sqrt(pi))
(1, 4, 3, -1, 2, -3): -sqrt(42)/(84*sqrt(pi))
(1, 4, 3, -1, 2, -1): -sqrt(70)/(28*sqrt(pi))
(1, 4, 3, -1, 3, -2): sqrt(2)/(4*sqrt(pi))
(1, 4, 3, -1, 4, -3): -sqrt(6)/(6*sqrt(pi))
(1, 4, 3, 0, -3, -3): sqrt(3)/(6*sqrt(pi))
(1, 4, 3, 0, -2, -2): sqrt(7)/(7*sqrt(pi))
(1, 4, 3, 0, -1, -1): sqrt(35)/(14*sqrt(pi))
(1, 4, 3, 0, 0, 0): 2*sqrt(21)/(21*sqrt(pi))
(1, 4, 3, 0, 1, 1): sqrt(35)/(14*sqrt(pi))
(1, 4, 3, 0, 2, 2): sqrt(7)/(7*sqrt(pi))
(1, 4, 3, 0, 3, 3): sqrt(3)/(6*sqrt(pi))
(1, 4, 3, 1, -4, -3): -sqrt(6)/(6*sqrt(pi))
(1, 4, 3, 1, -3, -2): -sqrt(2)/(4*sqrt(pi))
(1, 4, 3, 1, -2, -3): sqrt(42)/(84*sqrt(pi))
(1, 4, 3, 1, -2, -1): -sqrt(70)/(28*sqrt(pi))
(1, 4, 3, 1, -1, -2): sqrt(14)/(28*sqrt(pi))
(1, 4, 3, 1, 0, 1): -sqrt(14)/(14*sqrt(pi))
(1, 4, 3, 1, 1, 0): sqrt(210)/(42*sqrt(pi))
(1, 4, 3, 1, 1, 2): -sqrt(14)/(28*sqrt(pi))
(1, 4, 3, 1, 2, 1): sqrt(70)/(28*sqrt(pi))
(1, 4, 3, 1, 2, 3): -sqrt(42)/(84*sqrt(pi))
(1, 4, 3, 1, 3, 2): sqrt(2)/(4*sqrt(pi))
(1, 4, 3, 1, 4, 3): sqrt(6)/(6*sqrt(pi))
(1, 4, 5, -1, -4, 3): sqrt(66)/(132*sqrt(pi))
(1, 4, 5, -1, -4, 5): sqrt(330)/(44*sqrt(pi))
(1, 4, 5, -1, -3, 2): -sqrt(22)/(44*sqrt(pi))
(1, 4, 5, -1, -3, 4): -sqrt(66)/(22*sqrt(pi))
(1, 4, 5, -1, -2, 1): sqrt(11)/(22*sqrt(pi))
(1, 4, 5, -1, -2, 3): sqrt(462)/(66*sqrt(pi))
(1, 4, 5, -1, -1, 0): -sqrt(330)/(66*sqrt(pi))
(1, 4, 5, -1, -1, 2): -sqrt(154)/(44*sqrt(pi))
(1, 4, 5, -1, 0, -1): sqrt(55)/(22*sqrt(pi))
(1, 4, 5, -1, 1, -2): -sqrt(154)/(44*sqrt(pi))
(1, 4, 5, -1, 2, -3): sqrt(462)/(66*sqrt(pi))
(1, 4, 5, -1, 2, -1): sqrt(11)/(22*sqrt(pi))
(1, 4, 5, -1, 3, -4): -sqrt(66)/(22*sqrt(pi))
(1, 4, 5, -1, 3, -2): -sqrt(22)/(44*sqrt(pi))
(1, 4, 5, -1, 4, -5): sqrt(330)/(44*sqrt(pi))
(1, 4, 5, -1, 4, -3): sqrt(66)/(132*sqrt(pi))
(1, 4, 5, 0, -4, -4): sqrt(33)/(22*sqrt(pi))
(1, 4, 5, 0, -3, -3): 2*sqrt(33)/(33*sqrt(pi))
(1, 4, 5, 0, -2, -2): sqrt(77)/(22*sqrt(pi))
(1, 4, 5, 0, -1, -1): sqrt(22)/(11*sqrt(pi))
(1, 4, 5, 0, 0, 0): 5*sqrt(33)/(66*sqrt(pi))
(1, 4, 5, 0, 1, 1): sqrt(22)/(11*sqrt(pi))
(1, 4, 5, 0, 2, 2): sqrt(77)/(22*sqrt(pi))
(1, 4, 5, 0, 3, 3): 2*sqrt(33)/(33*sqrt(pi))
(1, 4, 5, 0, 4, 4): sqrt(33)/(22*sqrt(pi))
(1, 4, 5, 1, -4, -5): -sqrt(330)/(44*sqrt(pi))
(1, 4, 5, 1, -4, -3): sqrt(66)/(132*sqrt(pi))
(1, 4, 5, 1, -3, -4): -sqrt(66)/(22*sqrt(pi))
(1, 4, 5, 1, -3, -2): sqrt(22)/(44*sqrt(pi))
(1, 4, 5, 1, -2, -3): -sqrt(462)/(66*sqrt(pi))
(1, 4, 5, 1, -2, -1): sqrt(11)/(22*sqrt(pi))
(1, 4, 5, 1, -1, -2): -sqrt(154)/(44*sqrt(pi))
(1, 4, 5, 1, 0, 1): sqrt(55)/(22*sqrt(pi))
(1, 4, 5, 1, 1, 0): -sqrt(330)/(66*sqrt(pi))
(1, 4, 5, 1, 1, 2): sqrt(154)/(44*sqrt(pi))
(1, 4, 5, 1, 2, 1): -sqrt(11)/(22*sqrt(pi))
(1, 4, 5, 1, 2, 3): sqrt(462)/(66*sqrt(pi))
(1, 4, 5, 1, 3, 2): -sqrt(22)/(44*sqrt(pi))
(1, 4, 5, 1, 3, 4): sqrt(66)/(22*sqrt(pi))
(1, 4, 5, 1, 4, 3): -sqrt(66)/(132*sqrt(pi))
(1, 4, 5, 1, 4, 5): sqrt(330)/(44*sqrt(pi))
(1, 5, 4, -1, -5, 4): sqrt(330)/(44*sqrt(pi))
(1, 5, 4, -1, -4, 3): -sqrt(66)/(22*sqrt(pi))
(1, 5, 4, -1, -3, 2): sqrt(462)/(66*sqrt(pi))
(1, 5, 4, -1, -3, 4): sqrt(66)/(132*sqrt(pi))
(1, 5, 4, -1, -2, 1): -sqrt(154)/(44*sqrt(pi))
(1, 5, 4, -1, -2, 3): -sqrt(22)/(44*sqrt(pi))
(1, 5, 4, -1, -1, 0): sqrt(55)/(22*sqrt(pi))
(1, 5, 4, -1, -1, 2): sqrt(11)/(22*sqrt(pi))
(1, 5, 4, -1, 0, -1): -sqrt(330)/(66*sqrt(pi))
(1, 5, 4, -1, 1, -2): sqrt(11)/(22*sqrt(pi))
(1, 5, 4, -1, 2, -3): -sqrt(22)/(44*sqrt(pi))
(1, 5, 4, -1, 2, -1): -sqrt(154)/(44*sqrt(pi))
(1, 5, 4, -1, 3, -4): sqrt(66)/(132*sqrt(pi))
(1, 5, 4, -1, 3, -2): sqrt(462)/(66*sqrt(pi))
(1, 5, 4, -1, 4, -3): -sqrt(66)/(22*sqrt(pi))
(1, 5, 4, -1, 5, -4): sqrt(330)/(44*sqrt(pi))
(1, 5, 4, 0, -4, -4): sqrt(33)/(22*sqrt(pi))
(1, 5, 4, 0, -3, -3): 2*sqrt(33)/(33*sqrt(pi))
(1, 5, 4, 0, -2, -2): sqrt(77)/(22*sqrt(pi))
(1, 5, 4, 0, -1, -1): sqrt(22)/(11*sqrt(pi))
(1, 5, 4, 0, 0, 0): 5*sqrt(33)/(66*sqrt(pi))
(1, 5, 4, 0, 1, 1): sqrt(22)/(11*sqrt(pi))
(1, 5, 4, 0, 2, 2): sqrt(77)/(22*sqrt(pi))
(1, 5, 4, 0, 3, 3): 2*sqrt(33)/(33*sqrt(pi))
(1, 5, 4, 0, 4, 4): sqrt(33)/(22*sqrt(pi))
(1, 5, 4, 1, -5, -4): -sqrt(330)/(44*sqrt(pi))
(1, 5, 4, 1, -4, -3): -sqrt(66)/(22*sqrt(pi))
(1, 5, 4, 1, -3, -4): sqrt(66)/(132*sqrt(pi))
(1, 5, 4, 1, -3, -2): -sqrt(462)/(66*sqrt(pi))
(1, 5, 4, 1, -2, -3): sqrt(22)/(44*sqrt(pi))
(1, 5, 4, 1, -2, -1): -sqrt(154)/(44*sqrt(pi))
(1, 5, 4, 1, -1, -2): sqrt(11)/(22*sqrt(pi))
(1, 5, 4, 1, 0, 1): -sqrt(330)/(66*sqrt(pi))
(1, 5, 4, 1, 1, 0): sqrt(55)/(22*sqrt(pi))
(1, 5, 4, 1, 1, 2): -sqrt(11)/(22*sqrt(pi))
(1, 5, 4, 1, 2, 1): sqrt(154)/(44*sqrt(pi))
(1, 5, 4, 1, 2, 3): -sqrt(22)/(44*sqrt(pi))
(1, 5, 4, 1, 3, 2): sqrt(462)/(66*sqrt(pi))
(1, 5, 4, 1, 3, 4): -sqrt(66)/(132*sqrt(pi))
(1, 5, 4, 1, 4, 3): sqrt(66)/(22*sqrt(pi))
(1, 5, 4, 1, 5, 4): sqrt(330)/(44*sqrt(pi))
(1, 5, 6, -1, -5, 4): -sqrt(858)/(572*sqrt(pi))
(1, 5, 6, -1, -5, 6): -3*sqrt(13)/(26*sqrt(pi))
(1, 5, 6, -1, -4, 3): 3*sqrt(286)/(572*sqrt(pi))
(1, 5, 6, -1, -4, 5): sqrt(390)/(52*sqrt(pi))
(1, 5, 6, -1, -3, 2): -3*sqrt(143)/(286*sqrt(pi))
(1, 5, 6, -1, -3, 4): -3*sqrt(4290)/(572*sqrt(pi))
(1, 5, 6, -1, -2, 1): sqrt(2145)/(286*sqrt(pi))
(1, 5, 6, -1, -2, 3): 3*sqrt(858)/(286*sqrt(pi))
(1, 5, 6, -1, -1, 0): -3*sqrt(715)/(286*sqrt(pi))
(1, 5, 6, -1, -1, 2): -sqrt(6006)/(286*sqrt(pi))
(1, 5, 6, -1, 0, -1): 3*sqrt(1001)/(286*sqrt(pi))
(1, 5, 6, -1, 1, -2): -sqrt(6006)/(286*sqrt(pi))
(1, 5, 6, -1, 2, -3): 3*sqrt(858)/(286*sqrt(pi))
(1, 5, 6, -1, 2, -1): sqrt(2145)/(286*sqrt(pi))
(1, 5, 6, -1, 3, -4): -3*sqrt(4290)/(572*sqrt(pi))
(1, 5, 6, -1, 3, -2): -3*sqrt(143)/(286*sqrt(pi))
(1, 5, 6, -1, 4, -5): sqrt(390)/(52*sqrt(pi))
(1, 5, 6, -1, 4, -3): 3*sqrt(286)/(572*sqrt(pi))
(1, 5, 6, -1, 5, -6): -3*sqrt(13)/(26*sqrt(pi))
(1, 5, 6, -1, 5, -4): -sqrt(858)/(572*sqrt(pi))
(1, 5, 6, 0, -5, -5): sqrt(39)/(26*sqrt(pi))
(1, 5, 6, 0, -4, -4): sqrt(2145)/(143*sqrt(pi))
(1, 5, 6, 0, -3, -3): 9*sqrt(143)/(286*sqrt(pi))
(1, 5, 6, 0, -2, -2): 2*sqrt(858)/(143*sqrt(pi))
(1, 5, 6, 0, -1, -1): sqrt(15015)/(286*sqrt(pi))
(1, 5, 6, 0, 0, 0): 3*sqrt(429)/(143*sqrt(pi))
(1, 5, 6, 0, 1, 1): sqrt(15015)/(286*sqrt(pi))
(1, 5, 6, 0, 2, 2): 2*sqrt(858)/(143*sqrt(pi))
(1, 5, 6, 0, 3, 3): 9*sqrt(143)/(286*sqrt(pi))
(1, 5, 6, 0, 4, 4): sqrt(2145)/(143*sqrt(pi))
(1, 5, 6, 0, 5, 5): sqrt(39)/(26*sqrt(pi))
(1, 5, 6, 1, -5, -6): -3*sqrt(13)/(26*sqrt(pi))
(1, 5, 6, 1, -5, -4): sqrt(858)/(572*sqrt(pi))
(1, 5, 6, 1, -4, -5): -sqrt(390)/(52*sqrt(pi))
(1, 5, 6, 1, -4, -3): 3*sqrt(286)/(572*sqrt(pi))
(1, 5, 6, 1, -3, -4): -3*sqrt(4290)/(572*sqrt(pi))
(1, 5, 6, 1, -3, -2): 3*sqrt(143)/(286*sqrt(pi))
(1, 5, 6, 1, -2, -3): -3*sqrt(858)/(286*sqrt(pi))
(1, 5, 6, 1, -2, -1): sqrt(2145)/(286*sqrt(pi))
(1, 5, 6, 1, -1, -2): -sqrt(6006)/(286*sqrt(pi))
(1, 5, 6, 1, 0, 1): 3*sqrt(1001)/(286*sqrt(pi))
(1, 5, 6, 1, 1, 0): -3*sqrt(715)/(286*sqrt(pi))
(1, 5, 6, 1, 1, 2): sqrt(6006)/(286*sqrt(pi))
