(l1, l2, l3, m1, m2, m3)
(10, 10, 8, -3, -1, 2): 343*sqrt(23205)/(6463230*sqrt(pi))
(10, 10, 8, -3, -1, 4): 3773*sqrt(102102)/(12926460*sqrt(pi))
(10, 10, 8, -3, 0, -3): -3773*sqrt(3094)/(1292646*sqrt(pi))
(10, 10, 8, -3, 1, -4): 3773*sqrt(102102)/(12926460*sqrt(pi))
(10, 10, 8, -3, 1, -2): -343*sqrt(23205)/(6463230*sqrt(pi))
(10, 10, 8, -3, 2, -5): 3773*sqrt(2618)/(4308820*sqrt(pi))
(10, 10, 8, -3, 2, -1): 21609*sqrt(442)/(4308820*sqrt(pi))
(10, 10, 8, -3, 3, -6): -3773*sqrt(14586)/(3231615*sqrt(pi))
(10, 10, 8, -3, 4, -7): 539*sqrt(24310)/(2154410*sqrt(pi))
(10, 10, 8, -3, 4, -1): -4116*sqrt(34)/(1077205*sqrt(pi))
(10, 10, 8, -3, 5, -8): 1617*sqrt(2431)/(430882*sqrt(pi))
(10, 10, 8, -3, 5, -2): 3479*sqrt(238)/(430882*sqrt(pi))
(10, 10, 8, -3, 6, -3): -2989*sqrt(19635)/(6463230*sqrt(pi))
(10, 10, 8, -3, 7, -4): -1519*sqrt(77)/(126730*sqrt(pi))
(10, 10, 8, -3, 8, -5): 539*sqrt(6006)/(380190*sqrt(pi))
(10, 10, 8, -3, 9, -6): 833*sqrt(5434)/(380190*sqrt(pi))
(10, 10, 8, -3, 10, -7): 49*sqrt(8151)/(76038*sqrt(pi))
(10, 10, 8, -2, -10, 8): 49*sqrt(1254)/(76038*sqrt(pi))
(10, 10, 8, -2, -9, 7): 539*sqrt(6270)/(380190*sqrt(pi))
(10, 10, 8, -2, -8, 6): 13573*sqrt(22)/(380190*sqrt(pi))
(10, 10, 8, -2, -7, 5): 49*sqrt(154)/(126730*sqrt(pi))
(10, 10, 8, -2, -6, 4): -784*sqrt(34034)/(1077205*sqrt(pi))
(10, 10, 8, -2, -6, 8): -1617*sqrt(1870)/(430882*sqrt(pi))
(10, 10, 8, -2, -5, 3): 343*sqrt(102102)/(2585292*sqrt(pi))
(10, 10, 8, -2, -5, 7): -4851*sqrt(374)/(861764*sqrt(pi))
(10, 10, 8, -2, -4, 2): 147*sqrt(15470)/(187340*sqrt(pi))
(10, 10, 8, -2, -4, 6): 44737*sqrt(1122)/(12926460*sqrt(pi))
(10, 10, 8, -2, -3, 1): -21609*sqrt(442)/(4308820*sqrt(pi))
(10, 10, 8, -2, -3, 5): 3773*sqrt(2618)/(4308820*sqrt(pi))
(10, 10, 8, -2, -2, 0): -4802*sqrt(17)/(1077205*sqrt(pi))
(10, 10, 8, -2, -2, 4): -3773*sqrt(1309)/(1077205*sqrt(pi))
(10, 10, 8, -2, -1, 1): -103243*sqrt(51)/(6463230*sqrt(pi))
(10, 10, 8, -2, -1, 3): 3773*sqrt(6545)/(6463230*sqrt(pi))
(10, 10, 8, -2, 0, -2): -1715*sqrt(7854)/(1292646*sqrt(pi))
(10, 10, 8, -2, 1, -3): -3773*sqrt(6545)/(6463230*sqrt(pi))
(10, 10, 8, -2, 1, -1): -103243*sqrt(51)/(6463230*sqrt(pi))
(10, 10, 8, -2, 2, -4): 3773*sqrt(1309)/(1077205*sqrt(pi))
(10, 10, 8, -2, 3, -5): -3773*sqrt(2618)/(4308820*sqrt(pi))
(10, 10, 8, -2, 3, -1): 21609*sqrt(442)/(4308820*sqrt(pi))
(10, 10, 8, -2, 4, -6): -44737*sqrt(1122)/(12926460*sqrt(pi))
(10, 10, 8, -2, 4, -2): -147*sqrt(15470)/(187340*sqrt(pi))
(10, 10, 8, -2, 5, -7): 4851*sqrt(374)/(861764*sqrt(pi))
(10, 10, 8, -2, 5, -3): -343*sqrt(102102)/(2585292*sqrt(pi))
(10, 10, 8, -2, 6, -8): 1617*sqrt(1870)/(430882*sqrt(pi))
(10, 10, 8, -2, 6, -4): 784*sqrt(34034)/(1077205*sqrt(pi))
(10, 10, 8, -2, 7, -5): -49*sqrt(154)/(126730*sqrt(pi))
(10, 10, 8, -2, 8, -6): -13573*sqrt(22)/(380190*sqrt(pi))
(10, 10, 8, -2, 9, -7): -539*sqrt(6270)/(380190*sqrt(pi))
(10, 10, 8, -2, 10, -8): -49*sqrt(1254)/(76038*sqrt(pi))
(10, 10, 8, -1, -9, 8): 147*sqrt(2090)/(126730*sqrt(pi))
(10, 10, 8, -1, -8, 7): 1323*sqrt(55)/(63365*sqrt(pi))
(10, 10, 8, -1, -7, 6): 6958*sqrt(11)/(190095*sqrt(pi))
(10, 10, 8, -1, -7, 8): 539*sqrt(330)/(76038*sqrt(pi))
(10, 10, 8, -1, -6, 5): -343*sqrt(7854)/(340170*sqrt(pi))
(10, 10, 8, -1, -6, 7): 2695*sqrt(5610)/(1292646*sqrt(pi))
(10, 10, 8, -1, -5, 4): -1519*sqrt(510510)/(12926460*sqrt(pi))
(10, 10, 8, -1, -5, 6): -539*sqrt(935)/(340170*sqrt(pi))
(10, 10, 8, -1, -4, 3): 1274*sqrt(85085)/(3231615*sqrt(pi))
(10, 10, 8, -1, -4, 5): -5929*sqrt(3927)/(3231615*sqrt(pi))
(10, 10, 8, -1, -3, 2): 343*sqrt(23205)/(6463230*sqrt(pi))
(10, 10, 8, -1, -3, 4): 3773*sqrt(102102)/(12926460*sqrt(pi))
(10, 10, 8, -1, -2, 1): -103243*sqrt(51)/(6463230*sqrt(pi))
(10, 10, 8, -1, -2, 3): 3773*sqrt(6545)/(6463230*sqrt(pi))
(10, 10, 8, -1, -1, 0): 88837*sqrt(17)/(3231615*sqrt(pi))
(10, 10, 8, -1, -1, 2): -3773*sqrt(1190)/(1077205*sqrt(pi))
(10, 10, 8, -1, 0, -1): 2401*sqrt(935)/(1077205*sqrt(pi))
(10, 10, 8, -1, 1, -2): -3773*sqrt(1190)/(1077205*sqrt(pi))
(10, 10, 8, -1, 2, -3): 3773*sqrt(6545)/(6463230*sqrt(pi))
(10, 10, 8, -1, 2, -1): -103243*sqrt(51)/(6463230*sqrt(pi))
(10, 10, 8, -1, 3, -4): 3773*sqrt(102102)/(12926460*sqrt(pi))
(10, 10, 8, -1, 3, -2): 343*sqrt(23205)/(6463230*sqrt(pi))
(10, 10, 8, -1, 4, -5): -5929*sqrt(3927)/(3231615*sqrt(pi))
(10, 10, 8, -1, 4, -3): 1274*sqrt(85085)/(3231615*sqrt(pi))
(10, 10, 8, -1, 5, -6): -539*sqrt(935)/(340170*sqrt(pi))
(10, 10, 8, -1, 5, -4): -1519*sqrt(510510)/(12926460*sqrt(pi))
(10, 10, 8, -1, 6, -7): 2695*sqrt(5610)/(1292646*sqrt(pi))
(10, 10, 8, -1, 6, -5): -343*sqrt(7854)/(340170*sqrt(pi))
(10, 10, 8, -1, 7, -8): 539*sqrt(330)/(76038*sqrt(pi))
(10, 10, 8, -1, 7, -6): 6958*sqrt(11)/(190095*sqrt(pi))
(10, 10, 8, -1, 8, -7): 1323*sqrt(55)/(63365*sqrt(pi))
(10, 10, 8, -1, 9, -8): 147*sqrt(2090)/(126730*sqrt(pi))
(10, 10, 8, 0, -8, -8): 1617/(12673*sqrt(pi))
(10, 10, 8, 0, -7, -7): -3773*sqrt(6)/(38019*sqrt(pi))
(10, 10, 8, 0, -6, -6): 19943*sqrt(85)/(3231615*sqrt(pi))
(10, 10, 8, 0, -5, -5): 539*sqrt(714)/(76038*sqrt(pi))
(10, 10, 8, 0, -4, -4): 539*sqrt(23205)/(6463230*sqrt(pi))
(10, 10, 8, 0, -3, -3): -3773*sqrt(3094)/(1292646*sqrt(pi))
(10, 10, 8, 0, -2, -2): -1715*sqrt(7854)/(1292646*sqrt(pi))
(10, 10, 8, 0, -1, -1): 2401*sqrt(935)/(1077205*sqrt(pi))
(10, 10, 8, 0, 0, 0): 26411*sqrt(17)/(646323*sqrt(pi))
(10, 10, 8, 0, 1, 1): 2401*sqrt(935)/(1077205*sqrt(pi))
(10, 10, 8, 0, 2, 2): -1715*sqrt(7854)/(1292646*sqrt(pi))
(10, 10, 8, 0, 3, 3): -3773*sqrt(3094)/(1292646*sqrt(pi))
(10, 10, 8, 0, 4, 4): 539*sqrt(23205)/(6463230*sqrt(pi))
(10, 10, 8, 0, 5, 5): 539*sqrt(714)/(76038*sqrt(pi))
(10, 10, 8, 0, 6, 6): 19943*sqrt(85)/(3231615*sqrt(pi))
(10, 10, 8, 0, 7, 7): -3773*sqrt(6)/(38019*sqrt(pi))
(10, 10, 8, 0, 8, 8): 1617/(12673*sqrt(pi))
(10, 10, 8, 1, -9, -8): -147*sqrt(2090)/(126730*sqrt(pi))
(10, 10, 8, 1, -8, -7): 1323*sqrt(55)/(63365*sqrt(pi))
(10, 10, 8, 1, -7, -8): 539*sqrt(330)/(76038*sqrt(pi))
(10, 10, 8, 1, -7, -6): -6958*sqrt(11)/(190095*sqrt(pi))
(10, 10, 8, 1, -6, -7): -2695*sqrt(5610)/(1292646*sqrt(pi))
(10, 10, 8, 1, -6, -5): -343*sqrt(7854)/(340170*sqrt(pi))
(10, 10, 8, 1, -5, -6): -539*sqrt(935)/(340170*sqrt(pi))
(10, 10, 8, 1, -5, -4): 1519*sqrt(510510)/(12926460*sqrt(pi))
(10, 10, 8, 1, -4, -5): 5929*sqrt(3927)/(3231615*sqrt(pi))
(10, 10, 8, 1, -4, -3): 1274*sqrt(85085)/(3231615*sqrt(pi))
(10, 10, 8, 1, -3, -4): 3773*sqrt(102102)/(12926460*sqrt(pi))
(10, 10, 8, 1, -3, -2): -343*sqrt(23205)/(6463230*sqrt(pi))
(10, 10, 8, 1, -2, -3): -3773*sqrt(6545)/(6463230*sqrt(pi))
(10, 10, 8, 1, -2, -1): -103243*sqrt(51)/(6463230*sqrt(pi))
(10, 10, 8, 1, -1, -2): -3773*sqrt(1190)/(1077205*sqrt(pi))
(10, 10, 8, 1, 0, 1): 2401*sqrt(935)/(1077205*sqrt(pi))
(10, 10, 8, 1, 1, 0): 88837*sqrt(17)/(3231615*sqrt(pi))
(10, 10, 8, 1, 1, 2): 3773*sqrt(1190)/(1077205*sqrt(pi))
(10, 10, 8, 1, 2, 1): 103243*sqrt(51)/(6463230*sqrt(pi))
(10, 10, 8, 1, 2, 3): 3773*sqrt(6545)/(6463230*sqrt(pi))
(10, 10, 8, 1, 3, 2): 343*sqrt(23205)/(6463230*sqrt(pi))
(10, 10, 8, 1, 3, 4): -3773*sqrt(102102)/(12926460*sqrt(pi))
(10, 10, 8, 1, 4, 3): -1274*sqrt(85085)/(3231615*sqrt(pi))
(10, 10, 8, 1, 4, 5): -5929*sqrt(3927)/(3231615*sqrt(pi))
(10, 10, 8, 1, 5, 4): -1519*sqrt(510510)/(12926460*sqrt(pi))
(10, 10, 8, 1, 5, 6): 539*sqrt(935)/(340170*sqrt(pi))
(10, 10, 8, 1, 6, 5): 343*sqrt(7854)/(340170*sqrt(pi))
(10, 10, 8, 1, 6, 7): 2695*sqrt(5610)/(1292646*sqrt(pi))
(10, 10, 8, 1, 7, 6): 6958*sqrt(11)/(190095*sqrt(pi))
(10, 10, 8, 1, 7, 8): -539*sqrt(330)/(76038*sqrt(pi))
(10, 10, 8, 1, 8, 7): -1323*sqrt(55)/(63365*sqrt(pi))
(10, 10, 8, 1, 9, 8): 147*sqrt(2090)/(126730*sqrt(pi))
(10, 10, 8, 2, -10, -8): 49*sqrt(1254)/(76038*sqrt(pi))
(10, 10, 8, 2, -9, -7): -539*sqrt(6270)/(380190*sqrt(pi))
(10, 10, 8, 2, -8, -6): 13573*sqrt(22)/(380190*sqrt(pi))
(10, 10, 8, 2, -7, -5): -49*sqrt(154)/(126730*sqrt(pi))
(10, 10, 8, 2, -6, -8): 1617*sqrt(1870)/(430882*sqrt(pi))
(10, 10, 8, 2, -6, -4): -784*sqrt(34034)/(1077205*sqrt(pi))
(10, 10, 8, 2, -5, -7): -4851*sqrt(374)/(861764*sqrt(pi))
(10, 10, 8, 2, -5, -3): -343*sqrt(102102)/(2585292*sqrt(pi))
(10, 10, 8, 2, -4, -6): -44737*sqrt(1122)/(12926460*sqrt(pi))
(10, 10, 8, 2, -4, -2): 147*sqrt(15470)/(187340*sqrt(pi))
(10, 10, 8, 2, -3, -5): 3773*sqrt(2618)/(4308820*sqrt(pi))
(10, 10, 8, 2, -3, -1): 21609*sqrt(442)/(4308820*sqrt(pi))
(10, 10, 8, 2, -2, -4): 3773*sqrt(1309)/(1077205*sqrt(pi))
(10, 10, 8, 2, -1, -3): 3773*sqrt(6545)/(6463230*sqrt(pi))
(10, 10, 8, 2, -1, -1): -103243*sqrt(51)/(6463230*sqrt(pi))
(10, 10, 8, 2, 0, 2): -1715*sqrt(7854)/(1292646*sqrt(pi))
(10, 10, 8, 2, 1, 1): 103243*sqrt(51)/(6463230*sqrt(pi))
(10, 10, 8, 2, 1, 3): 3773*sqrt(6545)/(6463230*sqrt(pi))
(10, 10, 8, 2, 2, 0): -4802*sqrt(17)/(1077205*sqrt(pi))
(10, 10, 8, 2, 2, 4): 3773*sqrt(1309)/(1077205*sqrt(pi))
(10, 10, 8, 2, 3, 1): 21609*sqrt(442)/(4308820*sqrt(pi))
(10, 10, 8, 2, 3, 5): 3773*sqrt(2618)/(4308820*sqrt(pi))
(10, 10, 8, 2, 4, 2): 147*sqrt(15470)/(187340*sqrt(pi))
(10, 10, 8, 2, 4, 6): -44737*sqrt(1122)/(12926460*sqrt(pi))
(10, 10, 8, 2, 5, 3): -343*sqrt(102102)/(2585292*sqrt(pi))
(10, 10, 8, 2, 5, 7): -4851*sqrt(374)/(861764*sqrt(pi))
(10, 10, 8, 2, 6, 4): -784*sqrt(34034)/(1077205*sqrt(pi))
(10, 10, 8, 2, 6, 8): 1617*sqrt(1870)/(430882*sqrt(pi))
(10, 10, 8, 2, 7, 5): -49*sqrt(154)/(126730*sqrt(pi))
(10, 10, 8, 2, 8, 6): 13573*sqrt(22)/(380190*sqrt(pi))
(10, 10, 8, 2, 9, 7): -539*sqrt(6270)/(380190*sqrt(pi))
(10, 10, 8, 2, 10, 8): 49*sqrt(1254)/(76038*sqrt(pi))
(10, 10, 8, 3, -10, -7): 49*sqrt(8151)/(76038*sqrt(pi))
(10, 10, 8, 3, -9, -6): -833*sqrt(5434)/(380190*sqrt(pi))
(10, 10, 8, 3, -8, -5): 539*sqrt(6006)/(380190*sqrt(pi))
(10, 10, 8, 3, -7, -4): 1519*sqrt(77)/(126730*sqrt(pi))
(10, 10, 8, 3, -6, -3): -2989*sqrt(19635)/(6463230*sqrt(pi))
(10, 10, 8, 3, -5, -8): 1617*sqrt(2431)/(430882*sqrt(pi))
(10, 10, 8, 3, -5, -2): -3479*sqrt(238)/(430882*sqrt(pi))
(10, 10, 8, 3, -4, -7): -539*sqrt(24310)/(2154410*sqrt(pi))
(10, 10, 8, 3, -4, -1): -4116*sqrt(34)/(1077205*sqrt(pi))
(10, 10, 8, 3, -3, -6): -3773*sqrt(14586)/(3231615*sqrt(pi))
(10, 10, 8, 3, -2, -5): -3773*sqrt(2618)/(4308820*sqrt(pi))
(10, 10, 8, 3, -2, -1): 21609*sqrt(442)/(4308820*sqrt(pi))
(10, 10, 8, 3, -1, -4): 3773*sqrt(102102)/(12926460*sqrt(pi))
(10, 10, 8, 3, -1, -2): 343*sqrt(23205)/(6463230*sqrt(pi))
(10, 10, 8, 3, 0, 3): -3773*sqrt(3094)/(1292646*sqrt(pi))
(10, 10, 8, 3, 1, 2): 343*sqrt(23205)/(6463230*sqrt(pi))
(10, 10, 8, 3, 1, 4): -3773*sqrt(102102)/(12926460*sqrt(pi))
(10, 10, 8, 3, 2, 1): 21609*sqrt(442)/(4308820*sqrt(pi))
(10, 10, 8, 3, 2, 5): 3773*sqrt(2618)/(4308820*sqrt(pi))
(10, 10, 8, 3, 3, 0): -74431*sqrt(17)/(2154410*sqrt(pi))
(10, 10, 8, 3, 3, 6): 3773*sqrt(14586)/(3231615*sqrt(pi))
(10, 10, 8, 3, 4, 1): 4116*sqrt(34)/(1077205*sqrt(pi))
(10, 10, 8, 3, 4, 7): 539*sqrt(24310)/(2154410*sqrt(pi))
(10, 10, 8, 3, 5, 2): 3479*sqrt(238)/(430882*sqrt(pi))
(10, 10, 8, 3, 5, 8): -1617*sqrt(2431)/(430882*sqrt(pi))
(10, 10, 8, 3, 6, 3): 2989*sqrt(19635)/(6463230*sqrt(pi))
(10, 10, 8, 3, 7, 4): -1519*sqrt(77)/(126730*sqrt(pi))
(10, 10, 8, 3, 8, 5): -539*sqrt(6006)/(380190*sqrt(pi))
(10, 10, 8, 3, 9, 6): 833*sqrt(5434)/(380190*sqrt(pi))
(10, 10, 8, 3, 10, 7): -49*sqrt(8151)/(76038*sqrt(pi))
(10, 10, 8, 4, -10, -6): 343*sqrt(13585)/(380190*sqrt(pi))
(10, 10, 8, 4, -9, -5): -98*sqrt(114114)/(190095*sqrt(pi))
(10, 10, 8, 4, -8, -4): 49*sqrt(231)/(380190*sqrt(pi))
(10, 10, 8, 4, -7, -3): 539*sqrt(2310)/(190095*sqrt(pi))
(10, 10, 8, 4, -6, -2): 5243*sqrt(595)/(2154410*sqrt(pi))
(10, 10, 8, 4, -5, -1): -13867*sqrt(170)/(2154410*sqrt(pi))
(10, 10, 8, 4, -4, -8): 3773*sqrt(12155)/(2154410*sqrt(pi))
(10, 10, 8, 4, -3, -7): 539*sqrt(24310)/(2154410*sqrt(pi))
(10, 10, 8, 4, -3, -1): -4116*sqrt(34)/(1077205*sqrt(pi))
(10, 10, 8, 4, -2, -6): -44737*sqrt(1122)/(12926460*sqrt(pi))
(10, 10, 8, 4, -2, -2): -147*sqrt(15470)/(187340*sqrt(pi))
(10, 10, 8, 4, -1, -5): -5929*sqrt(3927)/(3231615*sqrt(pi))
(10, 10, 8, 4, -1, -3): 1274*sqrt(85085)/(3231615*sqrt(pi))
(10, 10, 8, 4, 0, 4): 539*sqrt(23205)/(6463230*sqrt(pi))
(10, 10, 8, 4, 1, 3): -1274*sqrt(85085)/(3231615*sqrt(pi))
(10, 10, 8, 4, 1, 5): -5929*sqrt(3927)/(3231615*sqrt(pi))
(10, 10, 8, 4, 2, 2): 147*sqrt(15470)/(187340*sqrt(pi))
(10, 10, 8, 4, 2, 6): -44737*sqrt(1122)/(12926460*sqrt(pi))
(10, 10, 8, 4, 3, 1): 4116*sqrt(34)/(1077205*sqrt(pi))
(10, 10, 8, 4, 3, 7): 539*sqrt(24310)/(2154410*sqrt(pi))
(10, 10, 8, 4, 4, 0): -88543*sqrt(17)/(2154410*sqrt(pi))
(10, 10, 8, 4, 4, 8): 3773*sqrt(12155)/(2154410*sqrt(pi))
(10, 10, 8, 4, 5, 1): -13867*sqrt(170)/(2154410*sqrt(pi))
(10, 10, 8, 4, 6, 2): 5243*sqrt(595)/(2154410*sqrt(pi))
(10, 10, 8, 4, 7, 3): 539*sqrt(2310)/(190095*sqrt(pi))
(10, 10, 8, 4, 8, 4): 49*sqrt(231)/(380190*sqrt(pi))
(10, 10, 8, 4, 9, 5): -98*sqrt(114114)/(190095*sqrt(pi))
(10, 10, 8, 4, 10, 6): 343*sqrt(13585)/(380190*sqrt(pi))
(10, 10, 8, 5, -10, -5): 49*sqrt(57057)/(76038*sqrt(pi))
(10, 10, 8, 5, -9, -4): -343*sqrt(21945)/(380190*sqrt(pi))
(10, 10, 8, 5, -8, -3): -637*sqrt(154)/(76038*sqrt(pi))
(10, 10, 8, 5, -7, -2): 441*sqrt(14)/(25346*sqrt(pi))
(10, 10, 8, 5, -6, -1): 1617*sqrt(85)/(113390*sqrt(pi))
(10, 10, 8, 5, -4, -1): -13867*sqrt(170)/(2154410*sqrt(pi))
(10, 10, 8, 5, -3, -8): 1617*sqrt(2431)/(430882*sqrt(pi))
(10, 10, 8, 5, -3, -2): 3479*sqrt(238)/(430882*sqrt(pi))
(10, 10, 8, 5, -2, -7): 4851*sqrt(374)/(861764*sqrt(pi))
(10, 10, 8, 5, -2, -3): -343*sqrt(102102)/(2585292*sqrt(pi))
(10, 10, 8, 5, -1, -6): -539*sqrt(935)/(340170*sqrt(pi))
(10, 10, 8, 5, -1, -4): -1519*sqrt(510510)/(12926460*sqrt(pi))
(10, 10, 8, 5, 0, 5): 539*sqrt(714)/(76038*sqrt(pi))
(10, 10, 8, 5, 1, 4): -1519*sqrt(510510)/(12926460*sqrt(pi))
(10, 10, 8, 5, 1, 6): 539*sqrt(935)/(340170*sqrt(pi))
(10, 10, 8, 5, 2, 3): -343*sqrt(102102)/(2585292*sqrt(pi))
(10, 10, 8, 5, 2, 7): -4851*sqrt(374)/(861764*sqrt(pi))
(10, 10, 8, 5, 3, 2): 3479*sqrt(238)/(430882*sqrt(pi))
(10, 10, 8, 5, 3, 8): -1617*sqrt(2431)/(430882*sqrt(pi))
(10, 10, 8, 5, 4, 1): -13867*sqrt(170)/(2154410*sqrt(pi))
(10, 10, 8, 5, 5, 0): -6615*sqrt(17)/(430882*sqrt(pi))
(10, 10, 8, 5, 6, 1): -1617*sqrt(85)/(113390*sqrt(pi))
(10, 10, 8, 5, 7, 2): -441*sqrt(14)/(25346*sqrt(pi))
(10, 10, 8, 5, 8, 3): 637*sqrt(154)/(76038*sqrt(pi))
(10, 10, 8, 5, 9, 4): 343*sqrt(21945)/(380190*sqrt(pi))
(10, 10, 8, 5, 10, 5): -49*sqrt(57057)/(76038*sqrt(pi))
(10, 10, 8, 6, -10, -4): 49*sqrt(21945)/(38019*sqrt(pi))
(10, 10, 8, 6, -9, -3): -98*sqrt(7315)/(190095*sqrt(pi))
(10, 10, 8, 6, -8, -2): -2744*sqrt(105)/(190095*sqrt(pi))
(10, 10, 8, 6, -7, -1): -3822/(63365*sqrt(pi))
(10, 10, 8, 6, -5, -1): 1617*sqrt(85)/(113390*sqrt(pi))
(10, 10, 8, 6, -4, -2): -5243*sqrt(595)/(2154410*sqrt(pi))
(10, 10, 8, 6, -3, -3): -2989*sqrt(19635)/(6463230*sqrt(pi))
(10, 10, 8, 6, -2, -8): 1617*sqrt(1870)/(430882*sqrt(pi))
(10, 10, 8, 6, -2, -4): 784*sqrt(34034)/(1077205*sqrt(pi))
(10, 10, 8, 6, -1, -7): 2695*sqrt(5610)/(1292646*sqrt(pi))
(10, 10, 8, 6, -1, -5): -343*sqrt(7854)/(340170*sqrt(pi))
(10, 10, 8, 6, 0, 6): 19943*sqrt(85)/(3231615*sqrt(pi))
(10, 10, 8, 6, 1, 5): 343*sqrt(7854)/(340170*sqrt(pi))
(10, 10, 8, 6, 1, 7): 2695*sqrt(5610)/(1292646*sqrt(pi))
(10, 10, 8, 6, 2, 4): -784*sqrt(34034)/(1077205*sqrt(pi))
(10, 10, 8, 6, 2, 8): 1617*sqrt(1870)/(430882*sqrt(pi))
(10, 10, 8, 6, 3, 3): 2989*sqrt(19635)/(6463230*sqrt(pi))
(10, 10, 8, 6, 4, 2): 5243*sqrt(595)/(2154410*sqrt(pi))
(10, 10, 8, 6, 5, 1): -1617*sqrt(85)/(113390*sqrt(pi))
(10, 10, 8, 6, 6, 0): 29547*sqrt(17)/(1077205*sqrt(pi))
(10, 10, 8, 6, 7, 1): -3822/(63365*sqrt(pi))
(10, 10, 8, 6, 8, 2): -2744*sqrt(105)/(190095*sqrt(pi))
(10, 10, 8, 6, 9, 3): -98*sqrt(7315)/(190095*sqrt(pi))
(10, 10, 8, 6, 10, 4): 49*sqrt(21945)/(38019*sqrt(pi))
(10, 10, 8, 7, -10, -3): 49*sqrt(24871)/(38019*sqrt(pi))
(10, 10, 8, 7, -9, -2): 49*sqrt(67830)/(190095*sqrt(pi))
(10, 10, 8, 7, -8, -1): -1813*sqrt(102)/(190095*sqrt(pi))
(10, 10, 8, 7, -6, -1): -3822/(63365*sqrt(pi))
(10, 10, 8, 7, -5, -2): -441*sqrt(14)/(25346*sqrt(pi))
(10, 10, 8, 7, -4, -3): 539*sqrt(2310)/(190095*sqrt(pi))
(10, 10, 8, 7, -3, -4): -1519*sqrt(77)/(126730*sqrt(pi))
(10, 10, 8, 7, -2, -5): -49*sqrt(154)/(126730*sqrt(pi))
(10, 10, 8, 7, -1, -8): 539*sqrt(330)/(76038*sqrt(pi))
(10, 10, 8, 7, -1, -6): 6958*sqrt(11)/(190095*sqrt(pi))
(10, 10, 8, 7, 0, 7): -3773*sqrt(6)/(38019*sqrt(pi))
(10, 10, 8, 7, 1, 6): 6958*sqrt(11)/(190095*sqrt(pi))
(10, 10, 8, 7, 1, 8): -539*sqrt(330)/(76038*sqrt(pi))
(10, 10, 8, 7, 2, 5): -49*sqrt(154)/(126730*sqrt(pi))
(10, 10, 8, 7, 3, 4): -1519*sqrt(77)/(126730*sqrt(pi))
(10, 10, 8, 7, 4, 3): 539*sqrt(2310)/(190095*sqrt(pi))
(10, 10, 8, 7, 5, 2): -441*sqrt(14)/(25346*sqrt(pi))
(10, 10, 8, 7, 6, 1): -3822/(63365*sqrt(pi))
(10, 10, 8, 7, 7, 0): 3087*sqrt(17)/(63365*sqrt(pi))
(10, 10, 8, 7, 8, 1): 1813*sqrt(102)/(190095*sqrt(pi))
(10, 10, 8, 7, 9, 2): -49*sqrt(67830)/(190095*sqrt(pi))
(10, 10, 8, 7, 10, 3): -49*sqrt(24871)/(38019*sqrt(pi))
(10, 10, 8, 8, -10, -2): 49*sqrt(2261)/(12673*sqrt(pi))
(10, 10, 8, 8, -9, -1): 392*sqrt(646)/(63365*sqrt(pi))
(10, 10, 8, 8, -7, -1): -1813*sqrt(102)/(190095*sqrt(pi))
(10, 10, 8, 8, -6, -2): 2744*sqrt(105)/(190095*sqrt(pi))
(10, 10, 8, 8, -5, -3): -637*sqrt(154)/(76038*sqrt(pi))
(10, 10, 8, 8, -4, -4): -49*sqrt(231)/(380190*sqrt(pi))
(10, 10, 8, 8, -3, -5): 539*sqrt(6006)/(380190*sqrt(pi))
(10, 10, 8, 8, -2, -6): -13573*sqrt(22)/(380190*sqrt(pi))
(10, 10, 8, 8, -1, -7): 1323*sqrt(55)/(63365*sqrt(pi))
(10, 10, 8, 8, 0, 8): 1617/(12673*sqrt(pi))
(10, 10, 8, 8, 1, 7): -1323*sqrt(55)/(63365*sqrt(pi))
(10, 10, 8, 8, 2, 6): 13573*sqrt(22)/(380190*sqrt(pi))
(10, 10, 8, 8, 3, 5): -539*sqrt(6006)/(380190*sqrt(pi))
(10, 10, 8, 8, 4, 4): 49*sqrt(231)/(380190*sqrt(pi))
(10, 10, 8, 8, 5, 3): 637*sqrt(154)/(76038*sqrt(pi))
(10, 10, 8, 8, 6, 2): -2744*sqrt(105)/(190095*sqrt(pi))
(10, 10, 8, 8, 7, 1): 1813*sqrt(102)/(190095*sqrt(pi))
(10, 10, 8, 8, 8, 0): 2009*sqrt(17)/(190095*sqrt(pi))
(10, 10, 8, 8, 9, 1): 392*sqrt(646)/(63365*sqrt(pi))
(10, 10, 8, 8, 10, 2): 49*sqrt(2261)/(12673*sqrt(pi))
(10, 10, 8, 9, -10, -1): 49*sqrt(85)/(3335*sqrt(pi))
(10, 10, 8, 9, -8, -1): 392*sqrt(646)/(63365*sqrt(pi))
(10, 10, 8, 9, -7, -2): -49*sqrt(67830)/(190095*sqrt(pi))
(10, 10, 8, 9, -6, -3): -98*sqrt(7315)/(190095*sqrt(pi))
(10, 10, 8, 9, -5, -4): 343*sqrt(21945)/(380190*sqrt(pi))
(10, 10, 8, 9, -4, -5): -98*sqrt(114114)/(190095*sqrt(pi))
(10, 10, 8, 9, -3, -6): 833*sqrt(5434)/(380190*sqrt(pi))
(10, 10, 8, 9, -2, -7): -539*sqrt(6270)/(380190*sqrt(pi))
(10, 10, 8, 9, -1, -8): 147*sqrt(2090)/(126730*sqrt(pi))
